belongs_to_collection,genres,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,backdrop_path
"{'id': 279244, 'name': 'Family Guy Presents Collection', 'poster_path': '/pijDBPc3OiPwshTCt3UQFIVjpE4.jpg', 'backdrop_path': '/yBdZwUkjifWP8rY1AI9bvFZWpjs.jpg'}","[{'id': 16, 'name': 'Animation'}]",278468,tt0888817,en,Family Guy Presents: Blue Harvest,"With the Griffins stuck at home during a blackout, Peter begins to tell a story, which leads to a Star Wars flashback. Acting out scenes from Star Wars Episode IV: A New Hope.",5.658089,/dWkum5NHv2Tr7O8QsR0A2fnXG0U.jpg,"[{'name': '20th Century Fox Television', 'id': 1556}, {'name': 'Fuzzy Door Productions', 'id': 8789}, {'name': 'Fox Television Animation', 'id': 67210}]",2007-09-23,0.0,48.0,Released,,Family Guy Presents: Blue Harvest,7.2,117.0,/yBdZwUkjifWP8rY1AI9bvFZWpjs.jpg
"{'id': 47629, 'name': 'Mr. Boogedy Collection', 'poster_path': '/h8TYvqsFI0S1SGXkMtQAoOfsQnW.jpg', 'backdrop_path': '/d8OIvFPkrRY6jEblHXX28KdTVIP.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",47631,tt0092696,en,Bride of Boogedy,"In this sequel to the made-for-television Disney family classic, Mr. Boogedy, the Davis family deals with the return of Mr. Boogedy and his never-ending hunt for Widow Marion as well as a rival gag-store competitor who really has it out for Carleton. Meanwhile, the town of Lucifer Falls is planning a big carnival which the mean Mr. Lynch seeks to ruin- if Boogedy doesn't see to that first.",0.21102,/uIKK99FQwF0NAMLwcS0vuiSc601.jpg,[],1987-04-12,0.0,90.0,Released,He's back!,Bride of Boogedy,4.8,3.0,/d8OIvFPkrRY6jEblHXX28KdTVIP.jpg
"{'id': 102782, 'name': 'House Collection', 'poster_path': '/pZhCkFoFyK8VIEuglkv78XDy0h3.jpg', 'backdrop_path': '/ifZA8CtbMf072z71m1ijQHXGe78.jpg'}","[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",52868,tt0104449,en,House IV,Roger Cobb (William Katt) is killed in a car accident. His family must move into the house that has haunted him for several years. Soon the family begins to experience scary and unexplained phenomena.,0.821998,/2hVNBtlUlOTWhL1rtY07g74MWEk.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Sean S. Cunningham Films', 'id': 17611}]",1992-01-21,0.0,94.0,Released,Home Deadly Home,House IV,3.6,15.0,/ifZA8CtbMf072z71m1ijQHXGe78.jpg
"{'id': 353792, 'name': 'Garage Sale Mystery Collection', 'poster_path': '/2vg1zaQWGxuL6BJWfdtHZnjkzR0.jpg', 'backdrop_path': '/90swgL2ZoOghyWwdm6cZGomBgBc.jpg'}","[{'id': 9648, 'name': 'Mystery'}]",221791,tt3106464,en,Garage Sale Mystery,"Jennifer Shannon can always find a diamond in the rough, when it comes to garage sales, that is. Whether it's a new antique to sell at her consignment shop, an Atari game for her son or a piece of furniture for her handy husband Jason to refurbish, she has made a career out of her treasure hunting prowess. When a string of burglaries hits her town, Jennifer's keen eye for detail and her natural problem solving instincts even help her see the connection between these burglaries and local garage sales! Jennifer works with Detective Adam Iverson to investigate her theory that the perpetrators of the burglaries are fellow garage sale regulars. The case escalates to dangerous levels when Jennifer discovers the dead body of her friend. Even though the deceased's husband, Ben Douglas, finds nothing missing in their house, and the police label the death as accidental, Jennifer suspects that the death may be related to the burglaries.",1.975668,/cNdqjhEhaubx3zK9bdXX4z9hWRi.jpg,"[{'name': 'The Hallmark Channel', 'id': 6425}]",2013-09-14,0.0,120.0,Released,,Garage Sale Mystery,5.9,15.0,/90swgL2ZoOghyWwdm6cZGomBgBc.jpg
"{'id': 108043, 'name': 'Hamilton Collection', 'poster_path': '/ipx8qvXFmE7yzS2QBl77SvUIF7p.jpg', 'backdrop_path': '/5ncxmwqLvz7CjipQioIkG9nLhip.jpg'}",[],31292,tt0098544,en,Täcknamn Coq Rouge,"Han heter Carl Hamilton. Han är specialutbildad av CIA. Säpo vill inte ha honom, men måste ta honom ändå när terrorister baserade i Sverige hotar att sätta sina mordiska planer i verket. När alla utvägar är prövade och stängda - då kallar man in Carl Hamilton.",0.553682,/nhWqBFWzvj9c1N83eryX7sn7ZHW.jpg,"[{'name': 'Sandrews', 'id': 1728}, {'name': 'Svenska Filminstitutet', 'id': 2302}, {'name': 'Sveriges Television (SVT)', 'id': 3221}, {'name': 'Spice Film', 'id': 5138}, {'name': 'Sonet Film AB', 'id': 7937}]",1989-08-25,0.0,87.0,Released,,Code Name Coq Rouge,5.8,5.0,/5ncxmwqLvz7CjipQioIkG9nLhip.jpg
"{'id': 55419, 'name': 'Cinderella Collection', 'poster_path': '/ouN0BQzHKOqK03d9qKXP7JOgQdt.jpg', 'backdrop_path': '/yNq1UsclAyXaQGhXVSDoyS9wpFo.jpg'}","[{'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",16119,tt0465940,en,Cinderella III: A Twist in Time,"The evil stepmother conjures up a spell that reverses all that the fairy godmother had done. Everything that she made (the dress, the horses and the carriage) which was how Cinderella went to ""The Ball"". So when all the magic is gone will there be a happily ever after all? What will Cinderella do? Find out in Cinderella III.",6.961912,/9QzKXbQfPp59iZ3rwnkKEAkPaXx.jpg,"[{'name': 'DisneyToon Studios', 'id': 5391}]",2007-02-06,0.0,74.0,Released,What if the slipper didn't fit?,Cinderella III: A Twist in Time,6.0,244.0,/yNq1UsclAyXaQGhXVSDoyS9wpFo.jpg
"{'id': 242587, 'name': 'Rudolph the Red-Nosed Reindeer Collection', 'poster_path': '/fBT6LCT4PNRnqMAJLhOvfLbsmgM.jpg', 'backdrop_path': '/g03laO7ft3mZdRtTLvLZTD0KV5o.jpg'}","[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",33719,tt0137201,en,Rudolph the Red-Nosed Reindeer: The Movie,"Young Rudolph suffers a childhood accident that sees his nose turn from the publicly accepted norm of black to a glowing red colour. His parents worry about him getting teased, and indeed he does in the end. When he is beaten in the reindeer games by his rival for a doe he fancies, Rudolph runs away and moves into a cave with Slyly the Fox. However can he overcome his fear and reach his true poten",2.623087,/twZ8byxrmg5MSegiqog1v4kMUDJ.jpg,[],1998-10-16,0.0,83.0,Released,,Rudolph the Red-Nosed Reindeer: The Movie,5.8,35.0,/g03laO7ft3mZdRtTLvLZTD0KV5o.jpg
"{'id': 376970, 'name': 'Cocaine Cowboys', 'poster_path': '/ysCY4Q91US7zEr78raJBc27KPxF.jpg', 'backdrop_path': '/3vT6FzqHeT7onqUAMjKk7FqARRD.jpg'}","[{'id': 99, 'name': 'Documentary'}]",314407,tt3845960,en,Cocaine Cowboys: Reloaded,"In the 1980s, ruthless Colombian cocaine barons invaded Miami with a brand of violence unseen in this country since Prohibition-era Chicago. Cocaine Cowboys is the true story of how Miami became the drug, murder and cash capital of the United States. But it isn't the whole story - Pulling from hundreds of hours of additional interviews and recently uncovered archival news footage, Cocaine Cowboys has been RELOADED: packed with footage and stories that have never been told about Griselda Blanco, the Medellín Cartel, and Miami's Cocaine Wars, with firsthand accounts by hit man Jorge 'Rivi' Ayala, cocaine trafficker Jon Roberts, smuggler Mickey Munday, and others. Cocaine Cowboys: Reloaded recreates Miami's Cocaine Wars like you've never experienced it.",0.871688,/sQ46KBfUS4Xh91VTGLyL9DwQ9tW.jpg,"[{'name': 'Rakontur', 'id': 6303}]",2014-04-08,0.0,152.0,Released,How Miami became the cocaine capital of the United States!,Cocaine Cowboys: Reloaded,7.3,9.0,/3vT6FzqHeT7onqUAMjKk7FqARRD.jpg
"{'id': 391047, 'name': 'On Any Sunday Collection', 'poster_path': '/lyFw74vS95xGUq44yPbmGIgP8Xo.jpg', 'backdrop_path': '/bkjRchI1uUTXgkFiKVrGhtdLsQk.jpg'}","[{'id': 99, 'name': 'Documentary'}]",294544,tt2872570,en,"On Any Sunday, The Next Chapter","On Any Sunday, The Next Chapter” is an exploration into the two-wheeled world of motorcycle riding. The film journeys deeper into the humanity, thrills and excitement behind the global culture of motorcycle riding. We meet those who are bonded by their passion for the race, we experience the exhilaration of the ride and we witness the love of family and friendship as each individual seeks out their next thrilling moment on the bike.",0.737708,/2OnvwleiWdbMvHVP9RcFuKmsQvq.jpg,"[{'name': 'Red Bull Media House', 'id': 7724}]",2014-01-01,0.0,90.0,Released,,"On Any Sunday, The Next Chapter",7.3,4.0,/bkjRchI1uUTXgkFiKVrGhtdLsQk.jpg
"{'id': 20970, 'name': 'Sarkar Collection', 'poster_path': '/pTP8esjlXhAo6I6EMgCcysBKUgf.jpg', 'backdrop_path': '/6qmmSdJVwwV7PiusjfzPNZGQmOC.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",14394,tt0490210,en,Sarkar Raj,"The politically influential Shankar Nagre agrees to back a power plant scheme presented by corporate hotshot Anita Rajan; providing their enemies, which include upcoming political firebrands, an embezzling facilitator and shady businessmen with a unique opportunity to destroy the mass political clout enjoyed by him and his father (Subhash Nagre), the political icon known as ""Sarkar"".",0.853567,/1ptl9Dq51jXpUNotg6CwHWZxoaK.jpg,"[{'name': 'K Sera Sera', 'id': 3708}, {'name': 'Z Picture Company', 'id': 3709}]",2008-06-06,0.0,125.0,Released,,Sarkar Raj,5.3,6.0,/6qmmSdJVwwV7PiusjfzPNZGQmOC.jpg
"{'id': 283579, 'name': 'Divergent Collection', 'poster_path': '/nXuCj7NcsC2bPJlwD6t2l9ZTDnt.jpg', 'backdrop_path': '/uExS9jcaFBM1wJhkn1Q1P0MFpv6.jpg'}","[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",283489,tt3663184,en,Ascendant,Beatrice Prior and Tobias Eaton fight to end the Bureau of Genetic Welfare's authoritarian reign over the United States.,8.518516,/wLOuG12Lvh2Hae1SHRyvpXT2m3g.jpg,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Lionsgate', 'id': 1632}]",,0.0,0.0,Planned,,Ascendant,5.7,3.0,/uExS9jcaFBM1wJhkn1Q1P0MFpv6.jpg
"{'id': 14890, 'name': 'Bad Boys Collection', 'poster_path': '/tSVbihfvVTCbcm0zXKA7L8R6Y9v.jpg', 'backdrop_path': '/yUvBiiC77UY6SyKhfFyLj7DNbfh.jpg'}","[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",38700,tt1502397,en,Bad Boys for Life,The continuing adventures of Miami detectives Mike Lowrey and Marcus Burnett. Plot unknown.,2.178546,/2GwwyfykFAf3jKXFWMkBiLgTi3k.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Sony Pictures', 'id': 34}, {'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Platinum Dunes', 'id': 2481}]",2018-11-07,0.0,0.0,Planned,,Bad Boys for Life,0.0,12.0,/yUvBiiC77UY6SyKhfFyLj7DNbfh.jpg
"{'id': 96937, 'name': 'The Boogeyman Collection', 'poster_path': '/rR4Vga4sQhD4YTF7QtMxkfMvN6F.jpg', 'backdrop_path': '/oVP6PrxHf4D745QJ2Pp8ojSpcqF.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",14913,tt0900357,en,Boogeyman 2,"A young woman attempts to cure her phobia of the boogeyman by checking herself into a mental health facility, only to realize too little too late that she is now helplessly trapped with her own greatest fear.",8.570712,/jC9MN5vV03HBZpcXWidT0uyTZsz.jpg,"[{'name': 'Ghost House Pictures', 'id': 768}, {'name': 'Destination Films', 'id': 769}]",2007-10-20,0.0,93.0,Released,Fear. In The Flesh.,Boogeyman 2,5.2,70.0,/oVP6PrxHf4D745QJ2Pp8ojSpcqF.jpg
"{'id': 209131, 'name': 'Man of Steel Collection', 'poster_path': '/rNnIW6xSPeTiIUtsfEhFeIRiJVv.jpg', 'backdrop_path': '/csERw2A3XIsGegkzil6UGpyhqfw.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",209112,tt2975590,en,Batman v Superman: Dawn of Justice,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",31.435879,/cGOPbv9wA5gEejkUN892JrveARt.jpg,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}, {'name': 'Cruel & Unusual Films', 'id': 9995}, {'name': 'RatPac-Dune Entertainment', 'id': 41624}]",2016-03-23,873260194.0,151.0,Released,Justice or revenge,Batman v Superman: Dawn of Justice,5.7,7189.0,/csERw2A3XIsGegkzil6UGpyhqfw.jpg
"{'id': 458017, 'name': 'Tom and Jerry Collection', 'poster_path': '/yBLkGyOVYN9yaQFVlRNnQapOMFQ.jpg', 'backdrop_path': '/hJuGS7kqaNxdHHDMEuof2GamCcK.jpg'}","[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",42246,tt0487176,en,Tom and Jerry: The Fast and the Furry,"After being evicted from their old house by Tom's owner for causing major damage, cat and mouse Tom and Jerry enter a race entitled the ""Fabulous Super Race"" to win a mansion.",2.619411,/v18SVEwgBAbYqUl1hdBBa6ntfHS.jpg,"[{'name': 'Turner Entertainment', 'id': 8922}]",2005-10-11,0.0,75.0,Released,,Tom and Jerry: The Fast and the Furry,7.1,22.0,/hJuGS7kqaNxdHHDMEuof2GamCcK.jpg
"{'id': 279244, 'name': 'Family Guy Presents Collection', 'poster_path': '/pijDBPc3OiPwshTCt3UQFIVjpE4.jpg', 'backdrop_path': '/yBdZwUkjifWP8rY1AI9bvFZWpjs.jpg'}","[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",278604,tt1329665,en,"Family Guy Presents: Something, Something, Something, Dark Side","The sequel to the Star Wars parody ""Blue Harvest"". Retells the story of Star Wars Episode V: The Empire Strikes Back as ""Blue Harvest"" did with Star Wars Episode IV: A New Hope, recasting characters from Family Guy into roles from the film.",8.266563,/mSqqjtB8CTb7inCC6UgRFc3piC8.jpg,"[{'name': '20th Century Fox Television', 'id': 1556}]",2009-10-17,0.0,44.0,Released,"Something, Something, Something, Dark Side","Family Guy Presents: Something, Something, Something, Dark Side",7.2,110.0,/yBdZwUkjifWP8rY1AI9bvFZWpjs.jpg
"{'id': 114488, 'name': 'Moskva-Kassiopeya Collection', 'poster_path': '/iVi5ep56IvlU1IvUQilxmV40582.jpg', 'backdrop_path': '/tuSDeQXzE22AKW6Em9v0Rai2pCF.jpg'}","[{'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",20947,tt0070413,en,Moskva-Kassiopeya,"Start of nterstellar expedition equipped by ""pioneers""(soviet scouts).",0.446074,/aOl8VKRYprmC3OgvFYK96NSBDwS.jpg,"[{'name': 'Maksim Gorki Studio', 'id': 4605}]",1973-09-23,0.0,85.0,Released,,Moscow-Cassiopeia,4.0,4.0,/tuSDeQXzE22AKW6Em9v0Rai2pCF.jpg
"{'id': 468552, 'name': 'Wonder Woman Collection', 'poster_path': '/yEczguvMSFJRuUiOFgWXsZG3CsG.jpg', 'backdrop_path': '/n9KlvCOBFDmSyw3BgNrkUkxMFva.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",297762,tt0451279,en,Wonder Woman,An Amazon princess comes to the world of Man to become the greatest of the female superheroes.,294.337037,/imekS7f1OuHyUP2LAiTEM0zBzUz.jpg,"[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}, {'name': 'Cruel & Unusual Films', 'id': 9995}, {'name': 'TENCENT PICTURES', 'id': 81620}, {'name': 'Wanda Pictures', 'id': 83838}]",2017-05-30,820580447.0,141.0,Released,Power. Grace. Wisdom. Wonder.,Wonder Woman,7.2,5025.0,/n9KlvCOBFDmSyw3BgNrkUkxMFva.jpg
"{'id': 306031, 'name': 'Pitch Perfect Collection', 'poster_path': '/n1bCFVJeVxX1yCTnXy4OCRwynF1.jpg', 'backdrop_path': '/jolu4gMP6g2VmUZt099U6X6jNNJ.jpg'}","[{'id': 35, 'name': 'Comedy'}]",353616,tt4765284,en,Pitch Perfect 3,Sequel to Pitch Perfect 2,3.782498,/A4bAz2rvc0vjitQ7sm0gyqgaehp.jpg,[],2017-12-21,0.0,0.0,In Production,,Pitch Perfect 3,0.0,3.0,/jolu4gMP6g2VmUZt099U6X6jNNJ.jpg
"{'id': 105995, 'name': 'Anaconda Collection', 'poster_path': '/sENQAlXOhOb2QmfpFl2w34W9ODP.jpg', 'backdrop_path': '/uR7j2TEwJVCMz7CDJgNPuhty4J9.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",19543,tt1150934,en,Anacondas: Trail of Blood,"A genetically created Anaconda, cut in half, regenerates itself into two aggressive giant snakes, due to the Blood Orchid.",3.167031,/z616JJQxshPK1VG4E2sV1qcVyf6.jpg,"[{'name': 'Hollywood Media Bridge', 'id': 3546}, {'name': 'Stage 6 Films', 'id': 11341}]",2009-02-27,0.0,89.0,Released,"Bigger, Faster, Hungrier",Anacondas: Trail of Blood,3.9,53.0,/uR7j2TEwJVCMz7CDJgNPuhty4J9.jpg
"{'id': 131989, 'name': 'Recep İvedik Serisi', 'poster_path': '/c53DOjhOlBlk0k197EoFkFTP7N4.jpg', 'backdrop_path': '/iky3AtcC5FpdIhF9SCYavEUKUQE.jpg'}","[{'id': 35, 'name': 'Comedy'}]",31061,tt1373215,en,Recep İvedik 2,"Recep İvedik'in güldüren, tartışmaları da düşündüren maceraları ikinci filmiyle devam ediyor. Bu sefer biricik babaanesi ve bitmeyen arzuları da onunla. Arzuları neler? Torunu Recep'in adam olamasını istiyor. Bir işi olsun, maaşı olsun, sevgilisi olsun, mutlu olsun, sevsin ve sevilsin istiyor.",1.679656,/aFtHXJVYbUeKZp1mciFldcdyYFm.jpg,[],2009-02-13,0.0,0.0,Released,,Recep İvedik 2,5.5,14.0,/iky3AtcC5FpdIhF9SCYavEUKUQE.jpg
"{'id': 131989, 'name': 'Recep İvedik Serisi', 'poster_path': '/c53DOjhOlBlk0k197EoFkFTP7N4.jpg', 'backdrop_path': '/iky3AtcC5FpdIhF9SCYavEUKUQE.jpg'}","[{'id': 35, 'name': 'Comedy'}]",32926,tt1577061,en,Recep İvedik 3,No overview found.,0.990875,/4I0xyNALDJAhabuwGnpWMFweTtM.jpg,[],2010-02-12,0.0,95.0,Released,,Recep İvedik 3,5.9,17.0,/iky3AtcC5FpdIhF9SCYavEUKUQE.jpg
"{'id': 415931, 'name': 'The Bowery Boys', 'poster_path': '/q6sA4bzMT9cK7EEmXYwt7PNrL5h.jpg', 'backdrop_path': '/foe3kuiJmg5AklhtD3skWbaTMf2.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",89645,tt0039216,en,Bowery Buckaroos,"The Bowery Boys head west to clear Louie of an old murder charge that he had killed his gold-mine partner. Sach has the map to the gold mine painted on his back, and Blackjack McCoy has him kidnapped by Indian Joe. Gabe poses as a dangerous gunman, the Klondike Kid, while Slip is in charge of all the remaining loose ends.",0.00118,/mBveTYWGM38GHUgrLgpogxDKlpQ.jpg,"[{'name': 'Monogram Pictures', 'id': 4395}]",1947-11-22,0.0,66.0,Released,,Bowery Buckaroos,0.0,0.0,/foe3kuiJmg5AklhtD3skWbaTMf2.jpg
"{'id': 12087, 'name': 'Herbie Collection', 'poster_path': '/uFvt8t7HlB6BzjiJDU6ea1eI28L.jpg', 'backdrop_path': '/hgi9EeU50KFhv9pCDmJyx4VLp5G.jpg'}","[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",32643,tt0119571,en,The Love Bug,"The film opens with narration by Jim Douglas and ""memory"" clips from the first film. The narration ends saying Herbie is now owned by an arrogant Scotsman named Simon Moore III (John Hannah), who abuses and insults Herbie until Herbie comes last in a race, not wanting to obey Simon. Furious, Simon sends Herbie to the junkyard. Meanwhile, Hank Cooper (Bruce Campbell), a mechanic in a small garage, is told to enter a race and persuaded to acquire Herbie. The judges are Donny Shotz (Micky Dolenz), a car enthusiast; Alex (Alexandra Wentworth), an old flame of Hank's; and Simon. When Herbie and Hank have won the race, Alex questions Hank, and he gives her a ride, wherein Herbie takes them to an isolated road. Meanwhile, Simon finds the engineer who created Herbie: Dr. Gustav Stumpful (Harold Gould), and requests a second such car: an evil, black edition, whom Simon names Horace.",4.482274,/j4NQTMsVEHgqacmxvnenF7HX7GA.jpg,[],1997-11-29,0.0,88.0,Released,,The Love Bug,5.0,21.0,/hgi9EeU50KFhv9pCDmJyx4VLp5G.jpg
"{'id': 37261, 'name': 'The Carry On Collection', 'poster_path': '/2P0HNrYgKDvirV8RCdT1rBSJdbJ.jpg', 'backdrop_path': '/38tF1LJN7ULeZAuAfP7beaPMfcl.jpg'}","[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",24569,tt0066894,en,Carry On Henry,"Henry VIII has just married Marie of Normandy, and is eager to consummate their marriage. Unfortunately for Henry, she is always eating garlic, and refuses to stop. Deciding to get rid of her in his usual manner, Henry has to find some way of doing it without provoking war with Marie's cousin, the King of France. Perhaps if she had an affair...",1.572535,/y2bSkLBovQm1bjq9Y9DAyqYiHIW.jpg,"[{'name': 'The Rank Organisation', 'id': 364}]",1971-01-01,0.0,89.0,Released,,Carry On Henry,6.6,18.0,/38tF1LJN7ULeZAuAfP7beaPMfcl.jpg
"{'id': 37261, 'name': 'The Carry On Collection', 'poster_path': '/2P0HNrYgKDvirV8RCdT1rBSJdbJ.jpg', 'backdrop_path': '/38tF1LJN7ULeZAuAfP7beaPMfcl.jpg'}","[{'id': 35, 'name': 'Comedy'}]",26329,tt0069848,en,Carry On Girls,"Local councillor Sidney Fiddler persuades the Mayor to help improve the image of their rundown seaside town by holding a beauty contest. But formidable Councillor Prodworthy, head of the local women's liberation movement, has other ideas. It's open warfare as the women's lib attempt to sabotage the contest.",1.927063,/b5Nu1PF24SDL5WZOv9jxlo1iCit.jpg,"[{'name': 'The Rank Organisation', 'id': 364}]",1973-11-09,0.0,88.0,Released,When it comes to Beauty Queens - It's 'Carry On' and Bust!,Carry On Girls,6.1,21.0,/38tF1LJN7ULeZAuAfP7beaPMfcl.jpg
"{'id': 415931, 'name': 'The Bowery Boys', 'poster_path': '/q6sA4bzMT9cK7EEmXYwt7PNrL5h.jpg', 'backdrop_path': '/foe3kuiJmg5AklhtD3skWbaTMf2.jpg'}","[{'id': 35, 'name': 'Comedy'}]",185273,tt0043356,en,Bowery Battalion,"Slip, Sach and the gang (Bowery Boys) think an air-raid test is for real and join the Army.",0.462816,/29uouE5CPI30eCXiQpqllWtId4l.jpg,"[{'name': 'Monogram Pictures', 'id': 4395}]",1951-01-24,0.0,69.0,Released,THEY'RE THE DAFFIEST DRAFTEES IN HISTORY!,Bowery Battalion,10.0,1.0,/foe3kuiJmg5AklhtD3skWbaTMf2.jpg
"{'id': 415931, 'name': 'The Bowery Boys', 'poster_path': '/q6sA4bzMT9cK7EEmXYwt7PNrL5h.jpg', 'backdrop_path': '/foe3kuiJmg5AklhtD3skWbaTMf2.jpg'}","[{'id': 35, 'name': 'Comedy'}]",116190,tt0047331,en,Paris Playboys,"Sach is the exact double of a famous French scientist who has invented a powerful rocket fuel. Enemy agents, mistaking Sach for the scientist, attempt to kidnap him and get the formula for the fuel.",0.022909,/AsTOETNGPFENfAhhTXSh6MrPcQl.jpg,"[{'name': 'Allied Artists Pictures', 'id': 4928}]",1954-03-07,0.0,62.0,Released,A Zany Laff Spree IN GAY PAREE!,Paris Playboys,0.0,0.0,/foe3kuiJmg5AklhtD3skWbaTMf2.jpg
"{'id': 199141, 'name': 'Tenchi Muyô Collection', 'poster_path': '/kLpffqU5WxiqZTd45WQCj0cSBso.jpg', 'backdrop_path': '/k0U1LMJuwJqYKsxWAiAHs3U0dxQ.jpg'}","[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",14829,tt0205451,en,Tenchi Muyô! In Love 2: Haruka naru omoi,"One day, Tenchi disappears in the forest near his house. Six months later, Ayeka and Ryoko locate Tenchi living in a city, but with a mysterious woman. What's more, Tenchi appears to have aged several years. Whenever Ayeka and Ryoko catch up to him, he disappears into thin air, apparently existing in a fabricated alternate dimension where he has no knowledge of his past.",0.407319,/h2egEkCnYbjA02HeYnW0DXjdwg8.jpg,[],1999-04-24,0.0,95.0,Released,,Tenchi Forever!,4.3,2.0,/k0U1LMJuwJqYKsxWAiAHs3U0dxQ.jpg
"{'id': 111751, 'name': 'Texas Chainsaw Massacre Collection', 'poster_path': '/lxYgt4gS4CEvfC2ZCa83IiOsOiu.jpg', 'backdrop_path': '/1zIwt7gUyxKhOKYXN5XNGdGxwHg.jpg'}","[{'id': 27, 'name': 'Horror'}]",300665,tt2620590,en,Leatherface,"A young nurse is kidnapped by a group of violent teens who escape from a mental hospital and take her on the road trip from hell. Pursued by an equally deranged lawman out for revenge, one of these teens is destined for tragedy and horrors that will destroy his mind, molding him into the monster we now call Leatherface.",9.742082,/qdRq1EygZK2LIYM6v29ai9uBOhE.jpg,"[{'name': 'Campbell Grobman Films', 'id': 48738}, {'name': 'LF2 Productions', 'id': 65518}]",2017-09-14,0.0,90.0,Released,The Origin Story of The Texas Chain Saw Massacre,Leatherface,5.7,62.0,/1zIwt7gUyxKhOKYXN5XNGdGxwHg.jpg
"{'id': 2980, 'name': 'Ghostbusters Collection', 'poster_path': '/zsSnQq4lGocDkqsrdVUTNNjZz7R.jpg', 'backdrop_path': '/g54JU2Bn4EFezsawnI7ccpAzPC7.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",43074,tt1289401,en,Ghostbusters,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",17.162744,/4qnJ1hsMADxzwnOmnwjZTNp0rKT.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Montecito Picture Company, The', 'id': 4607}, {'name': 'LStar Capital', 'id': 34034}, {'name': 'Feigco Entertainment', 'id': 61791}, {'name': 'Pascal Pictures', 'id': 84041}, {'name': 'Ghostcorps', 'id': 84042}]",2016-07-14,229147509.0,116.0,Released,Who You Gonna Call?,Ghostbusters,5.3,2203.0,/g54JU2Bn4EFezsawnI7ccpAzPC7.jpg
